"phenotype","description","variable_type","n_non_missing","n_missing","n_controls","n_cases"
"22617_1163","Job SOC coding: Retail and wholesale managers","binary",91149,270045,89396,1753
"22617_8133","Job SOC coding: Routine inspectors and testers","binary",91149,270045,90749,400
"22617_1233","Job SOC coding: Hairdressing and beauty salon managers and proprietors","binary",91149,270045,90879,270
"22617_3222","Job SOC coding: Occupational therapists","binary",91149,270045,90850,299
"22617_2433","Job SOC coding: Quantity surveyors","binary",91149,270045,90719,430
"22617_9225","Job SOC coding: Bar staff","binary",91149,270045,90542,607
"22617_3215","Job SOC coding: Chiropodists","binary",91149,270045,91017,132
"22617_2127","Job SOC coding: Production and process engineers","binary",91149,270045,90679,470
"22617_4136","Job SOC coding: Database assistants/clerks","binary",91149,270045,90509,640
"22617_3442","Job SOC coding: Sports coaches, instructors and officials","binary",91149,270045,90907,242
"22617_7212","Job SOC coding: Customer care occupations","binary",91149,270045,89466,1683
"22617_7129","Job SOC coding: Sales related occupations n.e.c.","binary",91149,270045,90071,1078
"22617_5215","Job SOC coding: Welding trades","binary",91149,270045,90883,266
"22617_7121","Job SOC coding: Collector salespersons and credit agents","binary",91149,270045,90318,831
"22617_6114","Job SOC coding: Houseparents and residential wardens","binary",91149,270045,90503,646
"22617_8122","Job SOC coding: Coal mine operatives","binary",91149,270045,90869,280
"22617_6122","Job SOC coding: Childminders and related occupations","binary",91149,270045,90257,892
"22617_5249","Job SOC coding: Electrical/electronics engineers n.e.c.","binary",91149,270045,90603,546
"22617_2441","Job SOC coding: Public service administrative professionals","binary",91149,270045,89797,1352
"22617_5113","Job SOC coding: Gardeners and groundsmen/groundswomen","binary",91149,270045,90569,580
"22617_6212","Job SOC coding: Travel agents","binary",91149,270045,90747,402
"22617_2216","Job SOC coding: Veterinarians","binary",91149,270045,91047,102
"22617_3561","Job SOC coding: Public service associate professionals","binary",91149,270045,87868,3281
"22617_3531","Job SOC coding: Estimators, valuers and assessors","binary",91149,270045,90682,467
"22617_5314","Job SOC coding: Plumbers, heating and ventilating engineers","binary",91149,270045,90721,428
"22617_6115","Job SOC coding: Care assistants and home carers","binary",91149,270045,89977,1172
"22617_8216","Job SOC coding: Rail transport operatives","binary",91149,270045,90977,172
"22617_1141","Job SOC coding: Quality assurance managers","binary",91149,270045,90754,395
"22617_2214","Job SOC coding: Ophthalmic opticians","binary",91149,270045,91042,107
"22617_2213","Job SOC coding: Pharmacists/pharmacologists","binary",91149,270045,90739,410
"22617_2319","Job SOC coding: Teaching professionals n.e.c.","binary",91149,270045,89522,1627
"22617_1112","Job SOC coding: Directors and chief executives of major organisations","binary",91149,270045,88360,2789
"22617_3432","Job SOC coding: Broadcasting associate professionals","binary",91149,270045,90753,396
"22617_2212","Job SOC coding: Psychologists","binary",91149,270045,90865,284
"22617_2431","Job SOC coding: Architects","binary",91149,270045,90376,773
"22617_6121","Job SOC coding: Nursery nurses","binary",91149,270045,90827,322
"22617_2126","Job SOC coding: Design and development engineers","binary",91149,270045,90543,606
"22617_1225","Job SOC coding: Leisure and sports managers","binary",91149,270045,90791,358
"22617_8117","Job SOC coding: Metal making and treating process operatives","binary",91149,270045,91029,120
"22617_3115","Job SOC coding: Quality assurance technicians","binary",91149,270045,90795,354
"22617_5213","Job SOC coding: Sheet metal workers","binary",91149,270045,91021,128
"22617_9223","Job SOC coding: Kitchen and catering assistants","binary",91149,270045,90638,511
"22617_3231","Job SOC coding: Youth and community workers","binary",91149,270045,90087,1062
"22617_5414","Job SOC coding: Tailors and dressmakers","binary",91149,270045,90986,163
"22617_1171","Job SOC coding: Officers in armed forces","binary",91149,270045,90570,579
"22617_3218","Job SOC coding: Medical and dental technicians","binary",91149,270045,90775,374
"22617_3537","Job SOC coding: Financial and accounting technicians","binary",91149,270045,89623,1526
"22617_1152","Job SOC coding: Office managers","binary",91149,270045,90028,1121
"22617_8149","Job SOC coding: Construction operatives n.e.c.","binary",91149,270045,90777,372
"22617_3512","Job SOC coding: Aircraft pilots and flight engineers","binary",91149,270045,91033,116
"22617_3513","Job SOC coding: Ship and hovercraft officers","binary",91149,270045,90807,342
"22617_5492","Job SOC coding: Furniture makers, other craft woodworkers","binary",91149,270045,90952,197
"22617_2322","Job SOC coding: Social science researchers","binary",91149,270045,90678,471
"22617_9226","Job SOC coding: Leisure and theme park attendants","binary",91149,270045,90993,156
"22617_8132","Job SOC coding: Assemblers (vehicles and metal goods)","binary",91149,270045,90610,539
"22617_1221","Job SOC coding: Hotel and accommodation managers","binary",91149,270045,90747,402
"22617_8131","Job SOC coding: Assemblers (electrical products)","binary",91149,270045,90725,424
"22617_1137","Job SOC coding: Research and development managers","binary",91149,270045,89873,1276
"22617_3214","Job SOC coding: Medical radiographers","binary",91149,270045,91007,142
"22617_4114","Job SOC coding: Officers of non-governmental organisations","binary",91149,270045,89570,1579
"22617_4212","Job SOC coding: Legal secretaries","binary",91149,270045,90103,1046
"22617_8211","Job SOC coding: Heavy goods vehicle drivers","binary",91149,270045,90448,701
"22617_5214","Job SOC coding: Metal plate workers, shipwrights, riveters","binary",91149,270045,90886,263
"22617_1135","Job SOC coding: Personnel, training and industrial relations managers","binary",91149,270045,89980,1169
"22617_4211","Job SOC coding: Medical secretaries","binary",91149,270045,90109,1040
"22617_8121","Job SOC coding: Paper and wood machine operatives","binary",91149,270045,90976,173
"22617_1121","Job SOC coding: Production, works and maintenance managers","binary",91149,270045,90218,931
"22617_9121","Job SOC coding: Labourers in building and woodworking trades","binary",91149,270045,90609,540
"22617_7123","Job SOC coding: Roundsmen/women and van salespersons","binary",91149,270045,90873,276
"22617_6232","Job SOC coding: Caretakers","binary",91149,270045,90860,289
"22617_3412","Job SOC coding: Authors, writers","binary",91149,270045,90836,313
"22617_1113","Job SOC coding: Senior officials in local government","binary",91149,270045,89872,1277
"22617_3122","Job SOC coding: Draughtspersons","binary",91149,270045,90859,290
"22617_4213","Job SOC coding: School secretaries","binary",91149,270045,89907,1242
"22617_2125","Job SOC coding: Chemical engineers","binary",91149,270045,90891,258
"22617_3520","Job SOC coding: Legal associate professionals","binary",91149,270045,91009,140
"22617_1111","Job SOC coding: Senior officials in national government","binary",91149,270045,90296,853
"22617_9224","Job SOC coding: Waiters, waitresses","binary",91149,270045,90647,502
"22617_3121","Job SOC coding: Architectural technologists and town planning technicians","binary",91149,270045,90968,181
"22617_1132","Job SOC coding: Marketing and sales managers","binary",91149,270045,88900,2249
"22617_9221","Job SOC coding: Hospital porters","binary",91149,270045,91020,129
"22617_1181","Job SOC coding: Hospital and health service managers","binary",91149,270045,90179,970
"22617_3434","Job SOC coding: Photographers and audio-visual equipment operators","binary",91149,270045,90729,420
"22617_8212","Job SOC coding: Van drivers","binary",91149,270045,90348,801
"22617_4133","Job SOC coding: Stock control clerks","binary",91149,270045,90836,313
"22617_1114","Job SOC coding: Senior officials of special interest organisations","binary",91149,270045,89024,2125
"22617_5412","Job SOC coding: Upholsterers","binary",91149,270045,91042,107
"22617_5245","Job SOC coding: Computer engineers, installation and maintenance","binary",91149,270045,90725,424
"22617_3229","Job SOC coding: Therapists n.e.c.","binary",91149,270045,90265,884
"22617_8113","Job SOC coding: Textile process operatives","binary",91149,270045,90890,259
"22617_5242","Job SOC coding: Telecommunications engineers","binary",91149,270045,90755,394
"22617_8134","Job SOC coding: Weighers, graders, sorters","binary",91149,270045,90986,163
"22617_8124","Job SOC coding: Energy plant operatives","binary",91149,270045,91048,101
"22617_9251","Job SOC coding: Shelf fillers","binary",91149,270045,90714,435
"22617_8111","Job SOC coding: Food, drink and tobacco process operatives","binary",91149,270045,90902,247
"22617_1172","Job SOC coding: Police officers (inspectors and above)","binary",91149,270045,90780,369
"22617_3416","Job SOC coding: Arts officers, producers and directors","binary",91149,270045,90884,265
"22617_5499","Job SOC coding: Hand craft occupations n.e.c.","binary",91149,270045,91034,115
"22617_3223","Job SOC coding: Speech and language therapists","binary",91149,270045,90997,152
"22617_9149","Job SOC coding: Other goods handling and storage occupations n.e.c.","binary",91149,270045,89870,1279
"22617_9132","Job SOC coding: Industrial cleaning process occupations","binary",91149,270045,90936,213
"22617_5232","Job SOC coding: Vehicle body builders and repairers","binary",91149,270045,91006,143
"22617_5432","Job SOC coding: Bakers, flour confectioners","binary",91149,270045,90960,189
"22617_5312","Job SOC coding: Bricklayers, masons","binary",91149,270045,90992,157
"22617_5422","Job SOC coding: Printers","binary",91149,270045,91026,123
"22617_2215","Job SOC coding: Dental practitioners","binary",91149,270045,90858,291
"22617_9222","Job SOC coding: Hotel porters","binary",91149,270045,91032,117
"22617_5319","Job SOC coding: Construction trades n.e.c.","binary",91149,270045,90859,290
"22617_3212","Job SOC coding: Midwives","binary",91149,270045,90423,726
"22617_9211","Job SOC coding: Postal workers, mail sorters, messengers, couriers","binary",91149,270045,90487,662
"22617_8229","Job SOC coding: Mobile machine drivers and operatives n.e.c.","binary",91149,270045,91043,106
"22617_8125","Job SOC coding: Metal working machine operatives","binary",91149,270045,91014,135
"22617_2313","Job SOC coding: Education officers, school inspectors","binary",91149,270045,90069,1080
"22617_4214","Job SOC coding: Company secretaries","binary",91149,270045,90975,174
"22617_3114","Job SOC coding: Building and civil engineering technicians","binary",91149,270045,91020,129
"22617_8138","Job SOC coding: Routine laboratory testers","binary",91149,270045,90923,226
"22617_3564","Job SOC coding: Careers advisers and vocational guidance specialists","binary",91149,270045,90759,390
"22617_9133","Job SOC coding: Printing machine minders and assistants","binary",91149,270045,91026,123
"22617_8213","Job SOC coding: Bus and coach drivers","binary",91149,270045,90692,457
"22617_3544","Job SOC coding: Estate agents, auctioneers","binary",91149,270045,90861,288
"22617_1224","Job SOC coding: Publicans and managers of licensed premises","binary",91149,270045,90728,421
"22617_3232","Job SOC coding: Housing and welfare officers","binary",91149,270045,90640,509
"22617_2452","Job SOC coding: Archivists and curators","binary",91149,270045,90866,283
"22617_4134","Job SOC coding: Transport and distribution clerks","binary",91149,270045,90709,440
"22617_1142","Job SOC coding: Customer care managers","binary",91149,270045,90614,535
"22617_9259","Job SOC coding: Elementary sales occupations n.e.c.","binary",91149,270045,90921,228
"22617_1133","Job SOC coding: Purchasing managers","binary",91149,270045,90876,273
"22617_3535","Job SOC coding: Taxation experts","binary",91149,270045,90889,260
"22617_1184","Job SOC coding: Social services managers","binary",91149,270045,90403,746
"22617_1211","Job SOC coding: Farm managers","binary",91149,270045,90980,169
"22617_5112","Job SOC coding: Horticultural trades","binary",91149,270045,90995,154
"22617_4142","Job SOC coding: Communication operators","binary",91149,270045,90737,412
"22617_1162","Job SOC coding: Storage and warehouse managers","binary",91149,270045,90963,186
"22617_2419","Job SOC coding: Legal professionals n.e.c.","binary",91149,270045,90973,176
